ID,LTV,CLTV,Orig_Bal,Orig_Term,Orig_Rate,State,FICO,Occupancy,Type
1729,74.75,74.75,134250,360,9.39,FL,533,OO,ARM
1730,90,90,463500,360,8.6,NY,756,IO,Fix
1731,45.83,45.83,55000,360,9.65,NY,529,OO,Fix
1732,80,100,379920,360,7.75,CA,699,OO,ARM
1733,79,79,237000,360,7.7,GA,547,OO,Fix
1734,78.4,78.4,120820,360,7.875,PA,585,OO,ARM
1735,80,80,151679,360,8.75,AZ,569,OO,ARM
1736,90,90,634500,360,7.5,CA,709,IO,ARM
1737,80,80,500000,360,9.65,UT,690,IO,ARM
1738,82.38,82.38,176464,360,7.375,FL,700,OO,Fix
1739,78.16,78.16,136000,360,9.9,DE,524,OO,ARM
1740,68.21,68.21,286500,360,7.65,NJ,550,OO,ARM
1741,70.44,70.44,162000,360,8.1,FL,512,OO,ARM
1742,88.69,88.69,121509,360,7.375,MN,681,OO,Fix
1743,90,95,279000,360,9.2,IL,575,OO,ARM
1744,84.05,84.05,374000,360,7,MD,659,OO,ARM
1745,80,100,310400,480,7.9,FL,613,OO,ARM
1746,80,100,431200,360,6.65,CA,648,OO,ARM
1747,81.73,81.73,212000,360,8.55,WY,632,OO,Fix
1748,80,100,376000,360,8.85,NJ,668,OO,ARM
1749,90,90,65700,360,8.3,IN,677,IO,ARM
1750,85.35,85.35,247500,360,7.85,CA,534,OO,ARM
1751,80,100,504000,480,7.95,CA,697,OO,ARM
1752,90,90,94500,360,8.9,TN,550,OO,ARM
1753,85,85,227715,360,8.4,FL,620,OO,Fix
1754,78.26,78.26,180000,360,8.3,NJ,591,OO,ARM
1755,76.89,76.89,346000,480,9.7,FL,608,OO,ARM
1756,95,95,326800,480,8.8,IL,586,OO,ARM
1757,80,100,155992,480,8.65,FL,684,OO,ARM
1758,90,90,189000,360,8.9,IL,575,IO,ARM
1759,20,100,29180,360,9.8,TX,654,OO,Fix
1760,80,80,471920,480,8.2,CA,567,OO,ARM
1761,80,100,344000,360,6.95,CA,635,OO,ARM
1762,70,70,66500,360,7.45,MD,552,OO,ARM
1763,20,100,65000,360,11.85,WA,605,OO,Fix
1764,80,100,267200,360,7.2,CA,632,OO,ARM
1765,90,90,162000,360,7.5,FL,557,OO,Fix
1766,79.17,79.17,95000,360,8.15,OH,517,OO,Fix
1767,95,95,655500,360,8.4,CA,733,OO,ARM
1768,80,80,1120000,360,7.25,FL,624,OO,ARM
1769,20,100,42000,360,10.35,CO,624,OO,Fix
1770,90,90,78300,360,11.25,IN,563,OO,ARM
1771,80,80,268000,480,8.99,NJ,552,OO,ARM
1772,80,100,316000,480,8.812,FL,684,OO,ARM
1773,87.93,87.93,51000,360,7.8,MI,595,OO,Fix
1774,80,80,392000,360,7.45,CA,524,OO,ARM
1775,95,95,171000,360,9.375,IL,621,OO,ARM
1776,95,95,280250,480,9.15,CA,626,OO,ARM
1777,95,95,161500,180,7.125,TN,674,OO,Fix
1778,90,90,156780,360,8.75,WI,625,OO,ARM
1779,80,100,264000,360,8.15,CA,622,OO,ARM
1780,84.99,100,169900,360,8.825,FL,540,OO,ARM
1781,81.25,81.25,130000,180,7.25,CT,626,OO,Fix
1782,80,100,222400,360,7.5,CA,697,OO,ARM
1783,95,95,247000,360,10.3,IL,535,OO,ARM
1784,85,100,208250,360,7.4,AZ,668,OO,ARM
1785,90,90,86400,360,8.99,AL,528,OO,ARM
1786,80,80,340000,480,7.65,AZ,551,OO,ARM
1787,85,85,65237,360,9.75,CT,517,OO,ARM
1788,90,90,90000,360,9.7,IL,536,OO,ARM
1789,100,100,120000,360,9.05,IL,607,OO,ARM
1790,90,90,558000,480,7.75,MD,562,OO,Fix
1791,81,81,139320,360,7.925,IL,618,OO,Fix
1792,100,100,197500,360,9.24,TX,586,OO,ARM
1793,80,80,808000,360,9.5,CA,676,IO,ARM
1794,95,95,147250,480,8.5,CO,658,OO,ARM
1795,95,95,177650,360,8.45,IL,608,OO,ARM
1796,80,80,136000,360,10.125,LA,546,OO,ARM
1797,67.13,67.13,386000,360,8.99,TN,501,OO,ARM
1798,85,85,183600,360,9.3,FL,517,OO,Fix
1799,86.82,86.82,191000,480,8.225,CT,544,OO,ARM
1800,89.75,89.75,417350,360,6.875,WA,650,OO,ARM
1801,90,90,275871,360,10,AZ,593,OO,ARM
1802,90,90,87210,360,9.25,MD,636,IO,ARM
1803,81.67,81.67,122500,360,7.4,CT,629,OO,ARM
1804,90,90,310500,480,8.1,NV,535,OO,Fix
1805,90,90,149850,360,9.25,IL,589,OO,ARM
1806,95,95,342000,480,8.75,MN,667,OO,ARM
1807,85.71,85.71,411400,360,6.6,CA,651,OO,ARM
1808,82.54,82.54,52000,360,9.3,PA,561,OO,Fix
1809,90,90,77400,360,10.4,NC,516,OO,Fix
1810,80,100,240000,480,7.6,CT,623,OO,ARM
1811,90,90,540000,360,7.5,CA,683,OO,ARM
1812,45.46,45.46,1000000,360,8.05,CA,606,OO,ARM
1813,80,80,184000,480,8.55,NJ,631,IO,ARM
1814,90,90,103500,360,8.95,TX,621,OO,Fix
1815,90,90,317332,360,6.99,MN,749,OO,Fix
1816,75,75,188250,360,8.925,OR,632,IO,ARM
1817,80,100,319200,360,6.65,CA,646,OO,ARM
1818,90,100,90450,360,9.3,NE,553,OO,ARM
1819,77.69,77.69,72250,480,7.55,OH,598,OO,Fix
1820,20,100,37157,360,9.75,TX,601,OO,Fix
1821,89.98,89.98,377000,360,7.35,NY,637,OO,ARM
1822,80,100,245600,480,7.2,FL,642,OO,ARM
1823,90,90,270000,480,7,PA,573,OO,ARM
1824,80,100,180000,360,7.7,FL,691,OO,ARM
1825,80,80,92000,360,10.35,TX,529,OO,ARM
1826,80,100,156000,360,8.7,FL,622,OO,ARM
1827,95,95,152000,480,10.5,NC,580,OO,Fix
1828,90,90,138150,360,10.85,TX,527,OO,ARM
1829,79.43,79.43,56000,360,9.175,MI,540,OO,ARM
1830,90,90,101160,360,10.75,AL,622,IO,ARM
1831,80,100,336000,360,7.65,CA,641,OO,ARM
1832,85,85,54399,360,9.35,OH,615,OO,Fix
1833,80,100,206000,360,7.25,MD,643,OO,ARM
1834,20,100,101000,360,11.45,CA,620,OO,Fix
1835,90,90,990000,360,8.75,IL,657,OO,ARM
1836,86.67,86.67,182000,360,6.9,IL,622,OO,Fix
1837,90,90,209700,360,10.15,LA,648,IO,ARM
1838,95,95,388550,360,7.25,CA,666,OO,ARM
1839,80,100,504000,480,7.5,CA,699,OO,ARM
1840,80,100,280000,360,7,FL,704,OO,ARM
1841,90,100,54000,360,9.25,MO,706,IO,ARM
1842,90,100,128700,480,9.75,MO,583,OO,ARM
1843,37.12,37.12,170000,360,7.25,MA,598,OO,ARM
1844,60.37,60.37,495000,360,8.15,HI,598,OO,ARM
1845,95,95,199500,360,8.9,IL,629,OO,ARM
1846,83.42,83.42,161000,360,10.9,FL,512,OO,ARM
1847,84.67,84.67,254000,360,8.1,MD,521,OO,ARM
1848,80,80,122400,480,8.55,NM,565,OO,ARM
1849,90,90,135540,360,8.15,NY,549,OO,ARM
1850,80,100,204000,360,9.1,CA,675,OO,ARM
1851,80,100,328000,360,8.25,CA,645,OO,ARM
1852,80,100,256000,480,7.5,CA,748,OO,ARM
1853,80,100,130150,360,7.75,OK,636,OO,ARM
1854,80,100,412000,360,6.05,CA,609,OO,ARM
1855,90,90,312300,360,7.85,AZ,658,OO,Fix
1856,90,100,143100,360,9.25,MI,529,OO,Fix
1857,70,70,129500,360,7.5,NJ,565,OO,ARM
1858,80,100,320000,360,7.8,FL,613,OO,ARM
1859,90,90,140400,360,6.8,FL,647,OO,Fix
1860,80,80,240000,360,8.15,AZ,603,OO,ARM
1861,90,90,283770,360,7.125,FL,649,OO,Fix
1862,90,90,200700,360,11.95,WI,544,OO,ARM
1863,75,75,300000,480,8.1,NJ,522,OO,ARM
1864,80,100,192000,360,6.5,FL,688,OO,ARM
1865,89.19,89.19,165000,360,7.9,FL,514,OO,ARM
1866,80,100,252000,360,8,FL,699,OO,ARM
1867,54.14,54.14,72000,360,9.45,LA,511,OO,ARM
1868,80,80,64000,360,9.25,NE,560,OO,ARM
1869,90,90,207000,360,8.95,MD,642,OO,ARM
1870,95,95,69350,480,8.1,MN,613,OO,Fix
1871,89.97,89.97,191000,360,7.875,WI,661,OO,Fix
1872,95,95,304000,360,7.75,CT,657,OO,ARM
1873,80,100,352000,360,8.4,CA,648,OO,ARM
1874,79.67,79.67,192000,480,9.15,NJ,565,OO,ARM
1875,90,90,175500,360,8.95,TN,542,OO,ARM
1876,70,70,59500,360,8.5,MI,552,IO,ARM
1877,55.9,55.9,90000,360,7.4,TN,567,OO,Fix
1878,80,100,270400,360,7.5,CA,647,OO,ARM
1879,90,90,144900,360,8.2,FL,590,OO,ARM
1880,80,100,364000,480,7.75,NJ,653,OO,ARM
1881,80,100,291200,360,6.85,WA,640,OO,ARM
1882,80,100,292000,360,8.8,CA,695,OO,ARM
1883,66.62,66.62,433000,360,6.99,CA,587,OO,Fix
1884,80,80,97600,360,10.55,MO,500,OO,ARM
1885,71.79,71.79,251250,360,7.95,FL,555,OO,ARM
1886,79.98,79.98,683000,480,8.05,CA,604,OO,ARM
1887,20,100,78000,360,11.85,CA,661,OO,Fix
1888,20,100,34200,360,12.05,FL,604,OO,Fix
1889,90,90,80910,360,10.7,AL,616,OO,ARM
1890,85,85,275825,360,10.45,CA,535,OO,ARM
1891,75,75,126000,360,8.837,NJ,524,OO,ARM
1892,90,90,82800,360,8.75,OH,574,OO,Fix
1893,90,90,207000,360,8.1,NJ,654,IO,ARM
1894,90,90,155700,360,8.4,AZ,545,OO,ARM
1895,80,80,74400,360,9.5,IL,679,IO,ARM
1896,80,100,211828,360,7.9,OR,659,OO,ARM
1897,89.29,89.29,425000,360,7.9,CA,621,OO,Fix
1898,80,80,144000,360,9.7,FL,539,OO,Fix
1899,79.95,79.95,315000,480,7.95,NV,639,OO,ARM
1900,20,100,35000,360,10.95,CO,609,OO,Fix
1901,90,90,195120,360,7.125,GA,759,OO,Fix
1902,90,90,184500,360,9.45,FL,631,OO,ARM
1903,90,90,312840,360,6.5,NJ,658,OO,Fix
1904,80,100,94400,360,8.65,MO,601,OO,ARM
1905,80,100,312000,360,7.42,MD,666,OO,ARM
1906,85,85,183600,360,7.99,FL,556,OO,ARM
1907,90,100,87300,360,12.1,TX,610,IO,Fix
1908,73.7,73.7,113500,360,8.5,MN,576,OO,ARM
1909,90,90,270000,360,7.5,WA,622,OO,Fix
1910,89.84,89.84,190000,480,8.95,FL,614,OO,ARM
1911,94.95,94.95,170905,480,9.99,CA,600,OO,ARM
1912,85,85,115600,360,9.2,OH,529,OO,ARM
1913,80,80,122400,360,7.9,LA,539,OO,Fix
1914,80,100,184000,480,7.7,UT,602,OO,ARM
1915,95,95,291493,360,7.9,CA,710,OO,ARM
1916,20,100,58000,360,10.75,FL,660,OO,Fix
1917,20,100,84000,360,11.45,NM,642,OO,Fix
1918,90,90,468000,480,7.95,CA,610,OO,ARM
1919,87.88,100,116000,360,8.9,NE,625,IO,ARM
1920,95,95,650750,360,7.5,IN,638,OO,ARM
1921,84.92,84.92,259000,480,7.85,CA,615,OO,Fix
1922,93.5,93.5,237500,360,7.95,IL,602,OO,ARM
1923,90,90,103500,360,10.65,LA,715,IO,ARM
1924,95,95,166250,480,7.1,FL,608,OO,ARM
1925,80,100,192000,360,7.15,AZ,688,OO,ARM
1926,90,90,117208,360,7.625,MO,687,OO,Fix
1927,89,89,445000,360,8.85,AZ,612,OO,ARM
1928,75,75,214500,480,7.525,AZ,582,OO,ARM
1929,80,100,340000,360,8.25,CA,626,OO,ARM
1930,80,100,286392,360,8.25,CA,675,OO,ARM
1931,84.93,84.93,293000,360,9.9,CA,532,OO,ARM
1932,85,95,80750,360,11.05,IN,586,OO,Fix
1933,46.09,46.09,82500,360,10.25,FL,506,OO,Fix
1934,80,100,304000,480,7.05,CA,614,OO,ARM
1935,95,95,285000,480,7.55,CA,641,OO,ARM
1936,90,90,353250,360,11,NJ,565,OO,ARM
1937,20,100,62000,360,12.4,CA,673,OO,Fix
1938,80,100,191200,480,7.3,FL,682,OO,ARM
1939,76.52,76.52,151500,360,8.625,FL,517,OO,ARM
1940,49.62,49.62,330000,360,8.05,CA,546,OO,Fix
1941,85,85,261800,360,9.15,CA,514,OO,ARM
1942,20,100,75000,360,9.45,MN,633,OO,Fix
1943,80,80,65600,360,10.45,MI,531,OO,Fix
1944,43.05,43.05,154500,360,9.4,FL,570,OO,Fix
1945,80,100,168000,360,7.975,WA,632,OO,ARM
1946,70,70,77000,360,10.75,MO,512,OO,ARM
1947,80,80,71200,360,8.75,IN,651,IO,ARM
1948,67.79,67.79,159300,360,8.4,PA,502,OO,ARM
1949,90,90,229500,360,9.4,OH,607,IO,ARM
1950,80,100,106800,360,7.8,IL,601,OO,ARM
1951,90,90,486000,480,6.8,NJ,646,OO,Fix
1952,66.67,66.67,50000,180,10.4,TX,687,OO,Fix
1953,80,100,345706,480,8.95,AZ,698,OO,ARM
1954,85,85,114750,360,7.95,NC,596,OO,Fix
1955,90,90,150300,360,8.75,IL,548,OO,ARM
1956,56.09,56.09,201924,360,8,FL,537,OO,ARM
1957,86.2,86.2,99300,300,7.5,MO,636,OO,Fix
1958,58.08,58.08,133000,360,6.8,IL,590,OO,Fix
1959,58.11,58.11,107500,480,7.15,FL,620,OO,Fix
1960,85,85,137700,480,10.625,IL,583,IO,ARM
1961,79.01,79.01,640000,480,7.25,FL,572,OO,ARM
1962,100,100,116000,360,8.7,PA,719,OO,ARM
1963,85,85,75650,360,9.65,IN,539,OO,ARM
1964,95,95,237500,480,8.5,NV,638,IO,ARM
1965,85,85,892500,360,8.25,CA,621,OO,ARM
1966,95,95,346750,480,8.85,IL,663,OO,ARM
1967,89.99,89.99,290400,360,7.7,CA,651,OO,ARM
1968,89.25,89.25,83000,360,7.4,MD,639,OO,Fix
1969,20,100,36000,360,11.8,OK,662,OO,Fix
1970,84.58,84.58,85000,360,10.4,PA,508,OO,ARM
1971,85,85,442000,480,7.5,NJ,591,OO,ARM
1972,80,80,180000,360,8.99,TX,554,OO,ARM
1973,20,100,41000,360,12.1,AZ,652,OO,Fix
1974,88.62,88.62,160400,360,8.5,TX,590,OO,Fix
1975,90,90,61200,180,9.5,MS,535,OO,Fix
1976,90,90,283500,480,9.15,FL,653,IO,ARM
1977,79.56,79.56,720000,360,9.99,CA,532,OO,ARM
1978,80,80,400000,360,7.925,IL,582,OO,ARM
1979,85,85,348500,480,10.35,CA,623,IO,ARM
1980,95,95,148200,360,8.9,AZ,549,OO,ARM
1981,80,100,177874,480,8.375,AZ,603,OO,ARM
1982,95,95,204250,360,7.9,FL,768,OO,ARM
1983,90,90,544500,360,8.05,CA,636,OO,ARM
1984,80,100,576000,360,7.85,CA,600,OO,ARM
1985,80,100,172000,360,8.6,AZ,650,OO,ARM
1986,80,100,404000,360,7.975,NY,633,OO,ARM
1987,90,90,305000,360,7.6,CA,654,OO,Fix
1988,90,90,207000,360,10.25,LA,546,OO,Fix
1989,80,80,108000,360,8.1,TX,539,OO,Fix
1990,79.66,79.66,231000,360,7.8,NJ,584,OO,ARM
1991,85,85,535500,480,8.4,CA,572,OO,ARM
1992,80,100,360000,360,7.7,FL,603,OO,ARM
1993,20,100,103000,360,12.45,NY,625,OO,Fix
1994,52.88,52.88,92220,360,8.1,OK,588,OO,ARM
1995,80,80,50400,180,9.85,TX,563,OO,Fix
1996,80,100,290864,360,7.9,NY,647,OO,ARM
1997,80,100,456354,360,7.8,CA,699,OO,ARM
1998,95,95,130150,480,9.85,IL,573,OO,ARM
1999,95,95,343900,360,7.99,CA,675,OO,Fix
2000,57.02,57.02,65000,360,7.5,TX,662,OO,Fix
2001,95,95,417905,360,8.75,FL,710,IO,ARM
2002,90,100,252000,480,8.6,CA,581,OO,ARM
2003,90,90,652500,360,8.5,CA,667,OO,ARM
2004,84.7,84.7,155000,360,8.85,GA,540,OO,ARM
2005,95,95,107350,360,10.2,MI,610,OO,ARM
2006,80,100,688000,360,8.45,CA,748,OO,ARM
2007,90,100,115200,360,9.45,MO,547,OO,ARM
2008,94.34,94.34,106600,360,7.375,MS,712,OO,Fix
2009,94.74,94.74,270000,360,8.35,IL,624,OO,ARM
2010,85,85,123250,360,8.738,IL,517,OO,ARM
2011,87.61,87.61,94620,360,8.625,OK,616,OO,Fix
2012,80,100,473840,480,7.8,NY,682,OO,ARM
2013,90,90,65700,180,6.875,DE,721,IO,Fix
2014,90,100,121500,480,9.7,IL,625,IO,ARM
2015,100,100,93000,360,9.7,MI,621,OO,ARM
2016,82.69,82.69,257500,360,7.6,WA,634,OO,ARM
2017,90,90,81900,360,7.9,TX,620,OO,Fix
2018,54.09,54.09,235000,360,8.55,MA,581,OO,ARM
2019,80,80,247200,360,7.5,TX,518,OO,Fix
2020,80,100,180800,360,7.5,FL,662,OO,ARM
2021,90,90,102600,360,8.8,OH,566,OO,Fix
2022,90,90,140850,360,9.4,TX,600,OO,ARM
2023,83.53,83.53,497000,480,7.5,NY,668,OO,ARM
2024,73.76,73.76,253000,480,7.675,IL,581,OO,ARM
2025,80,100,400000,360,8,CA,672,OO,ARM
2026,40.48,40.48,102000,360,6.99,FL,782,OO,Fix
2027,90,90,225000,360,8.8,IL,655,IO,ARM
2028,90,90,223200,360,7.45,OR,641,OO,Fix
2029,88,88,110000,360,8.99,NJ,540,OO,ARM
2030,27.99,27.99,106599,360,8.9,NJ,671,OO,ARM
2031,80,100,436000,480,8.9,CA,600,OO,ARM
2032,89.78,89.78,359100,360,8.4,CA,646,OO,ARM
2033,80,100,300000,360,7.9,CA,645,OO,ARM
2034,87.29,100,364000,480,9.05,CA,698,IO,ARM
2035,90,90,58500,360,9.863,MO,621,IO,ARM
2036,80,80,188000,360,9.8,CO,518,OO,ARM
2037,95,95,119415,360,9.375,WI,655,IO,ARM
2038,80,100,214350,360,7.95,AZ,608,OO,ARM
2039,95,95,95950,360,8.4,OH,588,OO,Fix
2040,82.22,82.22,213696,360,8.65,FL,637,IO,ARM
2041,81.89,81.89,99500,360,8.95,TN,601,OO,ARM
2042,95,95,153900,360,8.65,TX,555,OO,ARM
2043,83.13,83.13,414000,360,7.55,CA,693,OO,ARM
2044,62.3,62.3,152000,360,8.375,AZ,535,OO,Fix
2045,90,90,183510,360,8.9,FL,601,OO,ARM
2046,90,90,366300,360,10.025,CA,640,OO,ARM
2047,47.5,47.5,85500,360,7.99,CA,628,OO,Fix
2048,90,90,391500,480,7.7,NY,678,OO,Fix
2049,74.22,74.22,142500,480,9.2,AZ,513,OO,ARM
2050,85,85,212500,480,9.5,UT,517,OO,ARM
2051,75,75,90000,360,9.525,MD,537,OO,ARM
2052,80,100,143920,360,8.05,IL,610,OO,ARM
2053,80,100,75200,360,8.85,KY,540,OO,ARM
2054,47.06,47.06,200000,360,7.99,CA,626,OO,Fix
2055,20,100,22000,360,10.5,WY,633,OO,Fix
2056,95,95,142500,360,9.85,OH,614,OO,ARM
2057,80,100,312000,480,8.288,CA,658,OO,ARM
2058,76.43,76.43,60000,360,11.05,TX,577,OO,Fix
2059,89.41,89.41,380000,480,8.85,NJ,664,OO,ARM
2060,90,90,234000,360,10.075,IL,588,IO,ARM
2061,82,82,199260,360,9.85,NV,515,OO,ARM
2062,90,90,463500,360,7.99,CA,631,OO,ARM
2063,80,80,138400,360,8.5,TX,545,OO,Fix
2064,80,100,584000,480,7.99,CA,656,OO,ARM
2065,80,100,528000,480,7.2,CA,600,OO,ARM
2066,90,90,65250,360,9.8,OK,571,OO,ARM
2067,20,100,35600,360,12.25,AZ,652,OO,Fix
2068,74.93,74.93,281000,360,9.55,AZ,578,OO,ARM
2069,39.55,39.55,89500,360,7.8,FL,641,OO,Fix
2070,90,90,360000,360,9.7,CA,533,OO,ARM
2071,90,90,126000,360,10.25,SC,636,OO,ARM
2072,90,90,87300,360,9.8,MI,640,OO,Fix
2073,95,100,755250,360,7.99,CA,643,OO,ARM
2074,95,95,117799,240,7.25,TN,698,OO,Fix
2075,78.79,78.79,52000,360,11.5,TX,516,OO,Fix
2076,20,100,81040,360,10.75,CA,638,OO,Fix
2077,80,100,168000,480,8.35,AZ,612,OO,ARM
2078,90,90,71910,360,9.5,TX,632,OO,ARM
2079,76.79,76.79,215000,360,8.5,IL,641,OO,ARM
2080,95,95,284905,480,10.15,AZ,605,OO,ARM
2081,80,80,208000,360,9.55,AZ,504,OO,ARM
2082,90,90,72000,360,11.088,TX,637,IO,ARM
2083,80,100,160000,360,8,NV,684,OO,ARM
2084,80,100,92720,360,7.9,IN,640,OO,ARM
2085,87.1,87.1,135000,360,8.6,MO,559,OO,ARM
2086,80,100,416000,360,7.2,CA,645,OO,ARM
2087,80,100,616000,360,7.4,CA,632,OO,ARM
2088,74.81,74.81,288750,360,8.1,FL,554,OO,ARM
2089,80,80,115200,360,10.05,IL,547,OO,ARM
2090,90,90,199800,480,8.925,AZ,529,OO,ARM
2091,90,90,152100,360,9.3,UT,526,OO,ARM
2092,80,100,596000,360,7.8,CA,629,OO,ARM
2093,80,100,504000,480,7.99,CA,676,OO,ARM
2094,80,100,204000,480,8.1,CA,615,OO,ARM
2095,85,85,169486,360,8.99,FL,594,SH,ARM
2096,85,85,344250,480,8.25,IL,630,OO,ARM
2097,80,100,238320,360,8.15,IL,676,OO,ARM
2098,80,100,135840,480,7.45,FL,618,OO,ARM
2099,90,90,234000,360,8.4,MD,615,OO,ARM
2100,90,100,647100,360,7.35,TX,632,OO,ARM
2101,69.68,69.68,108000,360,9.7,AZ,505,OO,ARM
2102,84.54,84.54,218000,360,8.5,AZ,617,OO,Fix
2103,75,75,206250,480,9,IL,501,OO,ARM
2104,90,100,63000,360,9.65,MI,713,IO,ARM
2105,52,52,195000,480,7.75,AL,551,OO,ARM
2106,87.86,87.86,550000,360,10.65,CA,656,OO,ARM
2107,78.95,78.95,225000,360,8.35,NJ,642,OO,ARM
2108,80,100,388000,360,7.25,CA,642,OO,ARM
2109,72.46,72.46,50000,360,9.8,OK,554,OO,Fix
2110,90,90,75600,360,10,MO,558,OO,Fix
2111,66.67,66.67,350000,480,7.35,CA,594,OO,ARM
2112,51.81,51.81,200000,480,7.6,WA,620,OO,ARM
2113,80,100,125120,360,8.6,UT,662,OO,ARM
2114,94.98,94.98,246000,360,9.125,OR,536,OO,ARM
2115,47.73,47.73,52500,360,9.35,IL,561,OO,Fix
2116,95,95,175750,360,8.45,CO,692,OO,ARM
2117,95,95,145350,480,10.15,PA,659,OO,Fix
2118,95,95,391860,360,6.4,CA,649,OO,ARM
2119,95,95,174800,360,10.4,WI,588,OO,ARM
2120,90,90,148500,480,7.75,AZ,725,OO,ARM
2121,85,85,102000,360,8.95,TX,558,OO,ARM
2122,90,90,625500,360,7.99,CA,620,OO,ARM
2123,90,90,97200,480,9.5,MO,588,OO,ARM
2124,90,90,213515,360,8.375,AK,560,OO,ARM
2125,93.86,93.86,82600,360,8.125,NJ,735,OO,Fix
2126,80,80,108000,360,9.99,IN,517,OO,ARM
2127,89.38,89.38,272600,360,7.3,NH,659,OO,Fix
2128,80,80,332000,360,11,NJ,625,OO,Fix
2129,77.6,77.6,388000,480,8,FL,567,OO,ARM
2130,80,100,492000,360,7.55,CA,655,OO,ARM
2131,95,95,173850,360,7.55,FL,649,OO,ARM
2132,75,75,396000,480,8.99,NJ,565,OO,ARM
2133,94.32,94.32,433850,360,8.99,IL,639,OO,ARM
2134,84.77,84.77,249999,360,7.375,NV,606,OO,ARM
2135,95,95,476188,360,9.15,CA,735,IO,ARM
2136,80,100,156720,480,7.7,IL,690,OO,ARM
2137,85,85,216750,360,9.85,WI,517,OO,ARM
2138,85,85,157250,360,10.85,IL,590,IO,Fix
2139,80,100,109600,480,7.55,UT,686,OO,ARM
2140,66.67,66.67,320000,360,9,NY,516,OO,Fix
2141,75,75,296250,360,9.65,CA,502,OO,ARM
2142,20,100,105000,360,12,MD,637,OO,Fix
2143,63.4,63.4,149000,360,8.5,RI,523,OO,Fix
2144,80,100,720000,360,7.3,CA,681,OO,ARM
2145,85,85,153000,360,7.35,FL,673,OO,Fix
2146,62.35,62.35,106000,360,8.5,FL,575,OO,Fix
2147,95,95,194750,360,10.35,NJ,592,OO,ARM
2148,80,100,408000,360,7.75,CA,646,OO,ARM
2149,85,85,50150,360,9.23,NC,592,IO,ARM
2150,78.95,78.95,150000,360,9.75,NJ,745,IO,Fix
2151,20,100,36400,360,11.9,IL,606,OO,Fix
2152,80,80,108000,360,9.25,WI,535,OO,ARM
2153,93.74,93.74,74900,480,11.5,TX,594,OO,Fix
2154,20,100,47000,360,11.55,CA,632,OO,Fix
2155,85,85,246500,360,8.7,IL,508,OO,ARM
2156,80,100,90400,360,8.45,IN,615,OO,ARM
2157,87.98,87.98,183000,480,8.95,AZ,561,OO,ARM
2158,85,85,58650,360,10.35,AL,558,IO,ARM
2159,90,90,67500,360,9.95,PA,529,OO,Fix
2160,89.84,89.84,190000,360,8.9,FL,733,IO,ARM
2161,90,90,150300,360,11.6,CT,617,IO,Fix
2162,94.68,94.68,445000,480,8.25,CA,666,OO,Fix
2163,94.88,94.88,241000,360,8.99,DE,582,OO,ARM
2164,71.43,71.43,95000,360,10.1,FL,530,OO,ARM
2165,80,100,520000,360,8.55,CA,650,OO,ARM
2166,86.62,86.62,294500,360,7.9,MD,626,OO,Fix
2167,90,90,141885,360,11.45,NC,613,OO,ARM
2168,80,100,609600,480,9.15,CA,688,OO,ARM
2169,80,100,140000,360,7.75,CA,667,OO,ARM
2170,80,80,324000,360,8.5,NC,590,OO,ARM
2171,85,85,66725,360,8.55,MI,607,OO,Fix
2172,80,100,139920,360,8.65,GA,592,OO,ARM
2173,95,95,190000,360,8,MD,601,OO,ARM
2174,80,100,114400,360,9.5,FL,642,OO,ARM
2175,90,90,240300,480,8,MD,541,OO,Fix
2176,80,100,354400,480,8.15,NV,612,OO,ARM
2177,79.01,79.01,64000,360,8.2,LA,603,OO,Fix
2178,85,85,198475,360,7.1,MN,664,OO,ARM
2179,90,90,220500,480,9.6,CA,621,OO,ARM
2180,20,100,43600,360,11.85,CT,606,OO,Fix
2181,80,80,108000,480,8.3,MD,581,OO,ARM
2182,80,100,500000,480,7.7,NY,648,OO,ARM
2183,73.37,73.37,675000,480,7.15,CA,565,OO,ARM
2184,80,80,388000,480,8.15,CA,643,IO,ARM
2185,80,100,277600,360,7.95,CA,660,OO,ARM
2186,90,90,172800,360,8.6,LA,535,OO,ARM
2187,68.71,68.71,173000,360,7.99,CA,555,OO,ARM
2188,80,100,160000,360,8.6,AZ,668,OO,ARM
2189,93.9,93.9,200000,480,9.9,CO,588,OO,ARM
2190,74.44,74.44,495000,480,7.99,NY,629,OO,Fix
2191,56.88,56.88,91000,360,10.45,IL,506,OO,Fix
2192,80,100,356000,360,8.2,NY,712,OO,ARM
2193,52.94,52.94,225000,360,7.75,NY,592,OO,ARM
2194,90,90,355500,360,9.25,LA,520,OO,Fix
2195,85,85,310250,360,8.65,MA,563,OO,ARM
2196,46.43,46.43,195000,480,8.15,CA,568,OO,Fix
2197,75,75,240000,480,7.75,NV,556,OO,ARM
2198,95,95,223250,360,7.99,AZ,632,OO,ARM
2199,80,100,315200,360,7.25,CA,626,OO,ARM
2200,83.33,83.33,450000,360,8.525,NJ,660,OO,Fix
2201,90,90,59400,360,10.3,TX,630,IO,Fix
2202,56.52,56.52,143000,360,7.5,NV,598,OO,ARM
2203,43.41,43.41,135000,360,8.5,FL,616,OO,Fix
2204,80,100,188000,360,7.3,IL,631,OO,ARM
2205,85,85,56763,360,11.5,NC,576,IO,ARM
2206,90,90,198000,480,9.5,AZ,565,OO,ARM
