ID,LTV,CLTV,Orig_Bal,Orig_Term,Orig_Rate,State,FICO,Occupancy,Type
1248,76.01,76.01,112500,360,9.45,IL,511,OO,Fix
1249,80,100,311200,360,6.95,FL,692,OO,ARM
1250,95,95,209000,480,8.2,OR,605,OO,ARM
1251,80,100,362400,360,7.25,CA,636,OO,ARM
1252,80,80,960000,360,7.65,CA,658,OO,ARM
1253,80,100,248000,360,7.5,MN,643,OO,ARM
1254,90,90,198000,480,7.55,FL,626,OO,ARM
1255,90,90,107010,360,8.75,MD,608,OO,Fix
1256,80,80,147600,360,8.65,IL,601,IO,ARM
1257,95,95,54150,360,8.9,FL,653,OO,ARM
1258,63.42,63.42,130000,360,7.975,PA,513,OO,ARM
1259,20,100,118000,360,12.2,CA,617,OO,Fix
1260,85,85,242250,360,6.99,NH,665,OO,ARM
1261,80,80,324000,360,8.25,CA,600,OO,ARM
1262,80,100,445600,360,7.15,CA,641,OO,ARM
1263,80,100,162400,480,7.75,WY,653,OO,ARM
1264,95,95,318250,360,9,FL,610,OO,Fix
1265,95,95,207100,360,10.75,FL,609,OO,ARM
1266,80,80,136000,360,9.75,FL,535,OO,Fix
1267,53.93,53.93,240000,480,7.5,CT,610,OO,Fix
1268,80,100,192000,480,8.3,UT,640,OO,ARM
1269,90,90,50121,360,10.95,NY,621,IO,Fix
1270,80,80,180000,360,9.5,IL,515,OO,Fix
1271,93.55,93.55,113199,360,8.99,TX,616,OO,Fix
1272,80,100,392000,480,7.15,CA,638,OO,ARM
1273,90,90,359910,360,7.25,CA,686,OO,Fix
1274,95,95,199500,360,8.75,FL,627,OO,Fix
1275,90,90,224167,360,9.5,NJ,569,OO,ARM
1276,53.08,53.08,345000,360,7.375,WA,674,OO,Fix
1277,58.56,58.56,154000,360,8.05,FL,629,OO,Fix
1278,80,100,125520,480,8.55,MI,656,OO,ARM
1279,80,100,273600,480,8.07,FL,613,OO,ARM
1280,90,90,171720,360,10.7,NJ,687,IO,ARM
1281,95,95,387600,360,7.775,NJ,670,OO,ARM
1282,83.9,83.9,495000,480,7.95,CA,564,OO,ARM
1283,78.14,78.14,143000,360,8.35,NM,563,OO,ARM
1284,80,100,168000,360,7.7,AZ,706,OO,ARM
1285,75,75,66000,360,9.275,WI,579,OO,ARM
1286,80,100,170000,480,8.25,RI,641,OO,ARM
1287,80,80,76000,360,9.9,TX,506,OO,ARM
1288,20,100,30000,360,9.85,MN,601,OO,Fix
1289,46.47,46.47,53900,360,8.85,TX,540,OO,Fix
1290,95,95,90250,480,10.3,IL,658,OO,ARM
1291,100,100,350000,360,10.5,IL,620,OO,Fix
1292,79.94,92.68,251000,360,9,GA,552,OO,ARM
1293,20,100,104000,360,11.9,CA,639,OO,Fix
1294,73.81,73.81,195000,360,6.75,FL,567,OO,ARM
1295,80,100,163200,360,8.05,AZ,696,OO,ARM
1296,20,100,35600,360,11.8,CO,694,OO,Fix
1297,89.06,89.06,249995,360,8.6,MD,560,OO,ARM
1298,90,90,349020,360,6.99,MD,754,OO,Fix
1299,77.37,77.37,530000,480,8.65,CA,508,OO,ARM
1300,85,85,284750,360,7.05,IL,612,OO,ARM
1301,80,80,104480,360,10.85,TX,512,OO,Fix
1302,89.45,89.45,145800,360,7.6,TN,620,OO,Fix
1303,79.58,79.58,152000,360,8.6,IL,513,OO,ARM
1304,80,100,306800,480,7.5,CA,610,OO,ARM
1305,95,100,232750,360,8.85,IN,643,OO,ARM
1306,95,100,379050,360,8.15,KY,553,OO,ARM
1307,90,100,77400,360,10.65,MI,665,IO,ARM
1308,20,100,46800,360,12.6,NV,628,OO,Fix
1309,80,80,168000,480,8.65,IL,528,OO,ARM
1310,90,90,120600,360,9.5,LA,609,SH,ARM
1311,90,90,91800,360,10.15,TX,645,IO,ARM
1312,92.08,92.08,137200,360,8.25,AR,717,OO,ARM
1313,90,90,73800,360,8.95,IA,555,OO,ARM
1314,80,100,167600,360,8.8,IA,625,OO,Fix
1315,80,80,66400,360,10.2,KY,526,OO,Fix
1316,95,95,235600,360,10.6,NJ,630,OO,ARM
1317,90,90,166691,360,7.8,NY,662,OO,Fix
1318,90,90,50040,360,11.25,NY,648,IO,ARM
1319,86.09,86.09,495000,360,7.95,IL,604,OO,ARM
1320,95,95,196650,360,8.05,TX,617,OO,ARM
1321,80,100,352000,360,7.5,MN,686,OO,ARM
1322,80,100,120000,360,8.375,MN,644,OO,ARM
1323,92.31,92.31,215550,480,8.9,OH,570,OO,ARM
1324,20,100,29000,360,11.15,MD,653,OO,Fix
1325,90,90,72900,360,11.45,NJ,664,IO,Fix
1326,86,100,206400,360,9,IA,654,OO,ARM
1327,75,75,86250,360,10.4,MD,521,OO,ARM
1328,90,90,345330,360,7.5,NJ,714,IO,Fix
1329,90,90,117000,360,9,PA,620,OO,Fix
1330,90,90,65700,360,9.3,IN,705,IO,ARM
1331,85,85,120700,360,8.45,IL,508,OO,ARM
1332,90,90,585000,360,9.8,IL,683,IO,ARM
1333,68.67,68.67,185400,360,9.2,AZ,505,OO,ARM
1334,52.85,52.85,130000,360,8.9,FL,523,OO,ARM
1335,90,90,243000,360,9.7,FL,527,OO,ARM
1336,89.77,89.77,138600,360,8.1,MD,610,IO,Fix
1337,90,90,141300,360,7.95,AZ,652,OO,Fix
1338,95,95,308750,360,7.25,FL,706,OO,Fix
1339,80,100,292000,360,7.15,CA,645,OO,ARM
1340,95,95,329650,360,9.5,FL,588,OO,Fix
1341,80,100,86400,360,7.95,NE,613,OO,ARM
1342,90,90,299700,360,7.3,MD,607,OO,ARM
1343,80,100,312000,360,7.15,CA,679,OO,ARM
1344,74.29,74.29,650000,360,9.275,NY,571,OO,ARM
1345,80,100,216000,360,8.55,FL,668,OO,ARM
1346,83.87,96.77,130000,480,9.375,CT,607,OO,ARM
1347,95,95,104500,480,9.3,PA,662,OO,ARM
1348,80,99.57,376000,360,6.7,NV,608,OO,ARM
1349,20,100,38000,360,12.6,OK,644,OO,Fix
1350,80,100,426400,480,6.8,CA,645,OO,ARM
1351,80,100,151920,360,8.8,FL,666,OO,ARM
1352,86.21,100,62500,360,8.75,TX,631,IO,ARM
1353,49.38,49.38,234000,360,6.625,NY,650,OO,ARM
1354,90,90,298350,480,7.65,AZ,758,IO,ARM
1355,90,90,61200,360,10,IN,766,IO,Fix
1356,85,85,391000,360,9.45,IL,513,OO,ARM
1357,100,100,315000,480,9.99,IL,682,OO,ARM
1358,90,90,163800,360,8.5,AZ,595,OO,ARM
1359,75,75,141750,360,8.025,DE,525,OO,ARM
1360,80,100,204000,360,7.9,CT,655,OO,ARM
1361,95,95,209000,480,7.99,IL,650,OO,ARM
1362,76.92,76.92,50000,360,8.95,OK,568,OO,Fix
1363,90,90,171000,360,8.25,CO,610,OO,Fix
1364,80,100,296376,480,7.3,NY,659,OO,ARM
1365,80,100,140800,480,8.5,IL,608,OO,ARM
1366,80,100,240000,360,8.1,CA,600,OO,ARM
1367,86.67,86.67,273000,360,7.25,CA,678,OO,Fix
1368,94.13,94.13,282382,360,7.99,NV,709,OO,Fix
1369,80,100,504000,480,7.99,CA,690,OO,ARM
1370,88,88,462000,360,7.45,CA,680,OO,ARM
1371,80,80,209600,360,9,MD,537,OO,Fix
1372,80,80,268000,360,9.75,AZ,617,IO,ARM
1373,20,100,99980,360,11.7,UT,627,OO,Fix
1374,80,80,173600,360,7.3,IL,576,OO,ARM
1375,90,90,112500,360,9.25,PA,560,OO,Fix
1376,85,85,324700,360,9.5,MD,527,OO,ARM
1377,84.56,84.56,338500,360,6.99,CA,714,OO,Fix
1378,90,90,414900,360,7.75,FL,673,IO,Fix
1379,20,100,49000,360,12.45,OR,616,OO,Fix
1380,85,85,98600,360,6.85,MD,609,OO,ARM
1381,80,100,324000,360,8.25,CA,652,OO,ARM
1382,80,100,268000,360,7.1,MD,630,OO,ARM
1383,95,95,503500,360,7,MA,617,OO,ARM
1384,90,100,337500,360,9.8,FL,745,IO,ARM
1385,90,90,441000,480,8.7,CA,627,OO,ARM
1386,80,80,328000,480,7.5,CA,592,OO,ARM
1387,84.55,84.55,160650,360,11.2,IL,556,IO,ARM
1388,80,100,558400,360,7.45,CA,622,OO,ARM
1389,85,85,382500,480,6.95,CA,651,OO,ARM
1390,80,80,252000,480,8.5,IL,695,IO,ARM
1391,95,95,473100,360,7.15,DE,626,OO,ARM
1392,90,90,117900,360,9.45,NM,589,OO,ARM
1393,90,90,382500,360,10.9,NJ,583,IO,ARM
1394,80,100,400000,360,7.99,CA,663,OO,ARM
1395,90,90,387000,360,8.8,NJ,643,OO,ARM
1396,80,100,295200,480,7.1,FL,619,OO,ARM
1397,90,100,67500,360,10.65,OH,727,IO,ARM
1398,80,100,720000,480,9.6,CA,689,OO,ARM
1399,84.75,84.75,250000,480,6.9,NV,642,OO,Fix
1400,80,100,368000,480,7.75,CA,713,OO,ARM
1401,80,100,516000,480,7.3,CA,617,OO,ARM
1402,87.32,87.32,334500,360,6.99,CA,702,OO,Fix
1403,88.72,98.72,692000,360,8.75,CA,639,OO,ARM
1404,63.64,63.64,175000,360,7.3,FL,649,OO,Fix
1405,55.2,55.2,170000,360,9.375,CA,517,OO,ARM
1406,90,90,106200,360,6.75,AL,716,OO,Fix
1407,80,100,668720,360,7.99,CA,626,OO,ARM
1408,76.71,76.71,56000,360,10.55,TX,580,OO,Fix
1409,90,95,94500,360,8.85,OH,635,IO,ARM
1410,85,85,501500,480,7.95,CA,564,OO,ARM
1411,90,90,225000,480,8.625,TN,606,OO,ARM
1412,65,65,185250,360,6.875,RI,603,OO,Fix
1413,52,100,137800,360,8.5,CA,540,OO,ARM
1414,90,90,360000,360,8.5,CA,751,IO,ARM
1415,90,90,55800,180,11.4,AL,594,OO,Fix
1416,88.87,88.87,122200,360,9.3,IN,503,OO,ARM
1417,53.9,53.9,145000,360,9.3,FL,520,OO,Fix
1418,90,90,104400,360,8.2,SC,568,OO,ARM
1419,90,90,243900,360,7.9,FL,648,OO,Fix
1420,20,100,140000,180,13.05,CA,630,OO,Fix
1421,75,75,90000,360,9.55,WI,559,OO,ARM
1422,95,95,584250,360,7.5,CA,633,OO,ARM
1423,84.62,84.62,220000,360,8.125,IL,521,OO,ARM
1424,84.26,84.26,144500,360,6.85,MD,612,OO,Fix
1425,87.22,87.22,100300,360,9.9,NJ,636,IO,Fix
1426,85,100,124100,360,10.337,IA,524,OO,ARM
1427,85,85,272000,480,9.925,CA,567,OO,ARM
1428,80,100,247200,480,9.4,FL,689,OO,ARM
1429,80,100,336000,360,6.55,CA,606,OO,ARM
1430,90,90,164700,360,8.55,MN,530,OO,ARM
1431,80,80,400000,360,6.99,CA,607,OO,ARM
1432,94.58,94.58,105925,480,7.45,MI,653,OO,ARM
1433,80,100,328000,360,7.25,CA,623,OO,ARM
1434,85,85,582250,360,6.75,CA,690,OO,Fix
1435,79.76,79.76,117000,360,8.75,LA,580,OO,ARM
1436,80,80,52800,360,10.2,MD,543,IO,Fix
1437,58.65,58.65,305000,480,6.5,NY,582,OO,Fix
1438,85,85,123250,480,6.75,MD,648,OO,Fix
1439,90,90,198000,360,9.15,FL,582,OO,ARM
1440,80,100,200000,480,7.8,FL,609,OO,ARM
1441,90,90,100049,360,7.99,OH,679,OO,Fix
1442,95,95,194750,480,7.6,IL,609,OO,ARM
1443,76.52,76.52,176000,480,8.7,FL,551,OO,ARM
1444,87.52,87.52,120780,360,8.45,LA,553,OO,Fix
1445,90,90,405000,360,8.975,CA,584,OO,ARM
1446,90,90,261000,360,9.375,TN,510,OO,ARM
1447,75,75,236250,480,8.6,IL,555,OO,ARM
1448,20,100,53000,360,12.1,MD,661,OO,Fix
1449,77.54,77.54,201615,360,8.25,PA,515,OO,ARM
1450,80,88.5,90558,360,9.7,CO,624,OO,ARM
1451,89.78,89.78,325000,360,8.9,NJ,524,OO,ARM
1452,80,100,472000,360,7.25,CA,663,OO,ARM
1453,90,90,102600,360,9.65,SC,560,OO,Fix
1454,84.08,84.08,233750,360,7.99,PA,534,OO,ARM
1455,80,100,343724,360,6.75,CA,649,OO,ARM
1456,80,100,198400,360,8.3,CA,608,OO,ARM
1457,80,100,156800,360,7.8,CA,604,OO,ARM
1458,95,95,185250,360,8.4,AZ,630,OO,ARM
1459,80,100,163611,360,6.25,LA,732,OO,ARM
1460,81.78,81.78,368000,360,6.99,NJ,619,OO,ARM
1461,80,80,288000,480,7.99,CA,589,OO,ARM
1462,48.89,48.89,220000,360,7.6,CA,672,OO,ARM
1463,20,100,39000,360,12.4,CA,676,OO,Fix
1464,90,90,616500,360,9.75,WA,626,OO,ARM
1465,90,90,135000,360,9.85,FL,555,OO,ARM
1466,90,100,382500,360,8.15,NV,543,OO,ARM
1467,94.98,94.98,189000,360,9.7,FL,627,OO,ARM
1468,80,80,280000,360,8.65,TX,544,OO,ARM
1469,95,95,261250,480,6.5,WA,580,OO,ARM
1470,46.63,46.63,156195,240,7.15,PA,643,OO,Fix
1471,85,99.67,60350,360,8.8,LA,642,OO,Fix
1472,63.33,63.33,95000,360,7.85,MI,646,OO,Fix
1473,75,75,131250,480,7.9,PA,643,OO,ARM
1474,95,95,156750,360,7.75,TN,623,OO,ARM
1475,56.12,56.12,275000,480,7.75,CA,599,OO,ARM
1476,80,100,196000,360,7.55,FL,615,OO,ARM
1477,89.23,89.23,174000,360,10.3,FL,535,OO,ARM
1478,76.12,76.12,143100,360,9.85,NJ,580,OO,Fix
1479,28.57,28.57,220000,360,7.35,CA,628,OO,Fix
1480,90,100,61200,360,8.55,OH,567,OO,Fix
1481,80,100,256000,360,7.55,CA,702,OO,ARM
1482,80,80,124000,360,8.45,PA,617,OO,Fix
1483,70,70,245000,360,9.25,CA,528,SH,ARM
1484,90,90,171000,360,7.99,FL,673,IO,ARM
1485,80,100,332000,360,6.7,UT,624,OO,ARM
1486,95,95,162450,360,8.5,WI,645,OO,ARM
1487,75,75,261750,360,7.45,CA,534,OO,ARM
1488,80,100,80000,480,8.6,NM,645,OO,ARM
1489,35.98,35.98,77000,360,10.15,WI,637,IO,ARM
1490,95,95,138700,480,7.99,MA,652,OO,ARM
1491,80,100,428800,360,7.85,HI,740,OO,ARM
1492,80,80,172000,360,6.7,PA,517,OO,ARM
1493,80,100,240000,360,8.3,FL,604,OO,ARM
1494,86.61,86.61,550000,480,9.65,CA,586,OO,Fix
1495,90,90,72000,360,9.55,TN,565,OO,ARM
1496,84.14,84.14,175000,360,9.35,WI,620,OO,ARM
1497,85,85,88315,360,9.65,IN,512,OO,ARM
1498,80,80,60000,240,8.45,OH,511,OO,Fix
1499,90,90,222749,360,7.125,NJ,706,OO,Fix
1500,90,90,90900,360,6.99,OH,744,IO,Fix
1501,90,90,146700,360,9.35,FL,646,IO,ARM
1502,80,100,219766,360,7.4,AZ,644,OO,ARM
1503,90,100,101700,360,10.95,NC,548,OO,ARM
1504,80,100,320000,360,7.5,FL,644,OO,ARM
1505,83.96,83.96,157000,480,7.7,AZ,635,OO,Fix
1506,80,100,440000,480,7.95,CA,659,OO,ARM
1507,90,94.93,315000,360,8.925,FL,537,OO,ARM
1508,90,90,213300,480,7.95,IL,586,OO,ARM
1509,80,100,210320,360,7.2,FL,703,OO,ARM
1510,43.02,43.02,237900,360,8.25,NY,603,OO,Fix
1511,87,87,261000,480,8.75,CA,599,OO,ARM
1512,80,80,380000,480,8.575,NY,635,OO,ARM
1513,90,90,69300,360,9.4,IL,551,OO,ARM
1514,90,90,472500,360,6.625,IN,694,OO,Fix
1515,84.24,84.24,232500,360,7.64,NV,667,OO,Fix
1516,90,100,114300,360,8.45,MO,559,IO,ARM
1517,20,100,37000,360,12.4,NJ,641,OO,Fix
1518,94.74,94.74,144000,360,9.99,WI,645,IO,ARM
1519,80,100,544000,480,7.2,NY,641,OO,Fix
1520,80,100,244800,360,8.25,CA,625,OO,ARM
1521,90,90,193500,480,9.4,AZ,596,OO,ARM
1522,80,80,129160,360,8.65,UT,540,OO,ARM
1523,80,100,312000,480,7.5,CA,651,OO,ARM
1524,80,100,588000,360,7.25,CA,647,OO,ARM
1525,53.57,53.57,135231,300,9.4,FL,618,OO,Fix
1526,80,80,88800,360,11.5,TX,570,OO,Fix
1527,90,90,495000,360,8.2,NJ,665,IO,ARM
1528,90,90,160200,360,9.055,PA,548,OO,Fix
1529,88,88,396000,360,7.15,MA,638,OO,Fix
1530,88.24,88.24,135000,360,9.75,IL,602,IO,ARM
1531,89.99,89.99,116900,480,9,FL,666,SH,ARM
1532,90,100,121500,360,11.35,TX,561,OO,ARM
1533,80,100,376000,360,7.5,CA,687,OO,ARM
1534,26.25,26.25,105000,480,8.4,CA,538,OO,ARM
1535,80,80,124000,360,8.49,FL,556,OO,ARM
1536,80,100,116800,360,7.55,CA,642,OO,ARM
1537,80,100,343200,360,7.25,CA,679,OO,ARM
1538,75,75,105525,360,8.75,TX,563,OO,ARM
1539,88.94,88.94,75600,480,8.8,MO,600,OO,ARM
1540,85,85,225250,360,10,NM,524,OO,ARM
1541,90,100,121500,360,9.625,NE,529,OO,Fix
1542,90,90,270786,360,7.625,NV,666,OO,ARM
1543,95,95,175750,360,7.25,IL,722,OO,ARM
1544,85,85,182665,480,8.85,FL,533,OO,ARM
1545,75,75,247500,360,8.25,FL,550,OO,ARM
1546,80,80,196800,360,8.4,IL,533,OO,ARM
1547,47.27,47.27,104000,360,8.4,MD,521,OO,ARM
1548,77.81,77.81,287900,360,8.55,NY,538,OO,ARM
1549,57.69,57.69,75000,360,6.9,PA,644,OO,Fix
1550,85,85,204000,360,7.2,TX,559,OO,Fix
1551,85,85,450500,360,8,FL,634,IO,ARM
1552,90,90,144450,360,10.05,OK,532,OO,ARM
1553,80,100,104000,360,8.5,FL,615,OO,ARM
1554,68.38,68.38,80000,360,8.65,OH,527,OO,ARM
1555,80,100,376000,360,7.6,CA,651,OO,ARM
1556,80,100,155280,360,6,CO,616,OO,ARM
1557,80,100,679212,360,7.8,CA,633,OO,ARM
1558,80,80,430400,360,11.05,UT,548,OO,ARM
1559,73.1,73.1,154250,360,8.375,FL,543,OO,ARM
1560,90,100,75600,360,11.65,TX,588,OO,Fix
1561,90.06,90.06,223345,480,7.5,FL,719,OO,ARM
1562,80,100,280000,360,8.1,FL,601,OO,ARM
1563,90,100,373500,360,7.8,NY,579,OO,ARM
1564,90,90,133200,480,9.3,MO,574,OO,ARM
1565,80,100,184000,360,8.1,FL,647,OO,ARM
1566,73.33,73.33,220000,360,8.6,MD,582,OO,ARM
1567,80,100,285600,480,8.512,CA,650,OO,ARM
1568,80,80,97040,360,9.55,IN,600,OO,Fix
1569,90,90,111600,360,9.5,IL,641,IO,ARM
1570,80,100,535200,360,7.7,NY,685,OO,ARM
1571,80,100,448800,360,8.1,NY,641,OO,ARM
1572,95,95,101175,360,10.438,MO,627,OO,ARM
1573,80,100,158400,480,7.6,CO,623,OO,ARM
1574,85,85,154700,360,8.99,FL,516,OO,ARM
1575,80,100,260000,360,7.55,CA,604,OO,ARM
1576,80,100,334800,360,6.95,CA,632,OO,ARM
1577,80,100,167200,360,8.05,IL,603,OO,ARM
1578,90,90,166500,480,8.4,IL,598,OO,ARM
1579,90,90,99000,360,8.6,MI,530,OO,ARM
1580,90,90,152100,360,8.25,OH,544,OO,Fix
1581,90,90,162000,360,7.4,ID,566,OO,ARM
1582,90,90,261000,360,7.8,MN,537,OO,ARM
1583,20,100,61000,360,12.25,NV,637,OO,Fix
1584,50.37,50.37,277025,360,7.99,MA,605,OO,ARM
1585,80,100,212000,480,7.825,IL,617,OO,ARM
1586,73.97,73.97,270000,360,9.65,FL,501,OO,ARM
1587,80,100,520000,480,8.9,CA,635,OO,ARM
1588,63.92,63.92,101000,360,7.2,LA,627,OO,Fix
1589,80,100,391200,360,7.25,CA,623,OO,ARM
1590,85,85,161500,360,11.05,CA,536,OO,ARM
1591,95,95,190000,360,8.25,PA,602,OO,ARM
1592,90,90,456750,480,8.05,MD,623,OO,ARM
1593,80,100,292000,360,7.45,CA,673,OO,ARM
1594,80,80,60000,360,9.95,NY,638,IO,ARM
1595,95,95,322050,360,9.1,CA,608,OO,ARM
1596,80,80,72000,360,8.25,TX,594,OO,ARM
1597,80,100,556000,360,7.4,CA,654,OO,ARM
1598,80,100,162400,360,7.7,AZ,612,OO,ARM
1599,20,100,97000,360,11.8,CA,701,OO,Fix
1600,90,90,459000,360,6.95,CA,695,OO,ARM
1601,80,100,368000,480,7.99,CA,691,OO,ARM
1602,90,90,310500,480,7.55,CO,562,OO,ARM
1603,80,100,416000,360,7.65,CA,655,OO,ARM
1604,90,90,118800,360,9.6,FL,591,OO,ARM
1605,85,85,148750,480,9.25,OR,562,OO,ARM
1606,75,75,600000,360,8,CA,523,OO,ARM
1607,78.87,78.87,382500,480,7.4,CA,588,OO,ARM
1608,80,100,402400,480,7.65,CA,603,OO,ARM
1609,80,100,180720,360,8.55,CA,662,OO,ARM
1610,32.04,32.04,140000,360,11.1,CA,502,OO,ARM
1611,95,95,441750,360,8.45,FL,675,OO,ARM
1612,76.99,76.99,116250,360,8.8,PA,507,OO,Fix
1613,59.86,59.86,120915,360,8.3,FL,559,OO,Fix
1614,90,100,81000,360,9.3,OH,743,IO,Fix
1615,84.05,84.05,332000,360,8.15,CA,644,OO,ARM
1616,100,100,240000,480,10.75,CO,621,OO,ARM
1617,85,85,158950,360,8.6,MI,600,OO,ARM
1618,90,90,112500,360,8.55,AL,684,OO,Fix
1619,82.74,82.74,556000,480,8.6,NY,563,OO,ARM
1620,90,97.2,163800,360,8.5,IL,564,OO,ARM
1621,89.48,89.48,250001,180,6.75,IL,664,OO,Fix
1622,80,100,467200,360,7.3,CA,630,OO,ARM
1623,68.37,68.37,294000,360,8.77,IL,519,OO,ARM
1624,90,90,229500,480,8.8,AZ,588,OO,ARM
1625,80,100,74400,360,8.75,OK,507,OO,ARM
1626,90,95,324000,360,8.5,FL,713,OO,ARM
1627,80,100,99600,360,8.95,FL,604,OO,ARM
1628,90,90,252000,480,9.25,CA,582,OO,ARM
1629,80,80,144000,360,8.4,NJ,648,IO,ARM
1630,90,90,97200,360,9.05,OH,553,OO,ARM
1631,80,100,159600,360,8.25,LA,651,OO,ARM
1632,80,80,180000,360,9.15,FL,514,OO,ARM
1633,90,90,184500,480,7.99,MD,622,OO,Fix
1634,95,95,204250,480,8.9,FL,596,OO,ARM
1635,84.73,84.73,104000,360,8.75,IN,615,OO,Fix
1636,90,90,183600,480,7.9,AZ,592,OO,ARM
1637,95,95,283100,360,8.6,NJ,633,OO,ARM
1638,20,100,25000,360,11,WA,620,OO,Fix
1639,80,80,164000,360,7.6,FL,564,OO,Fix
1640,80,80,304000,360,6.85,CA,621,OO,ARM
1641,95,95,230850,360,6.875,OR,708,OO,Fix
1642,78.17,78.17,222000,360,8.999,IL,607,OO,Fix
1643,90,90,427500,360,8.55,NY,640,OO,ARM
1644,81.08,100,150000,480,9.2,IL,616,OO,ARM
1645,92.31,92.31,180000,360,8.35,IL,613,OO,ARM
1646,80,100,172000,360,10.25,FL,680,OO,ARM
1647,90,90,662400,360,7.6,CA,622,OO,ARM
1648,80,100,151920,360,7.5,WA,625,OO,ARM
1649,80,100,423120,480,7.7,CA,708,OO,ARM
1650,69.43,69.43,293000,360,10.7,CA,545,OO,ARM
1651,77.03,99.73,108000,360,9.2,NC,552,OO,ARM
1652,88.2,88.2,710000,360,6.375,CA,776,OO,Fix
1653,90,100,223200,360,8.6,FL,553,OO,Fix
1654,65,65,104000,360,6.875,FL,674,OO,Fix
1655,86.71,86.71,120000,360,7.25,MO,682,OO,Fix
1656,80,100,628000,360,7.3,HI,637,OO,ARM
1657,90,90,188010,360,7.875,GA,687,OO,Fix
1658,60,60,195000,480,6.9,NJ,632,OO,Fix
1659,75,75,202500,360,9.5,FL,514,OO,Fix
1660,82.53,82.53,68500,360,8.1,OH,624,OO,Fix
1661,90,90,166349,360,7,FL,719,OO,Fix
1662,95,95,228000,360,8.825,IL,663,OO,ARM
1663,80,80,128000,360,8.7,TX,558,OO,ARM
1664,95,95,175750,360,8.95,CA,674,IO,ARM
1665,80,80,72000,360,8.5,OK,574,OO,Fix
1666,76.92,76.92,50000,360,10.1,LA,576,OO,ARM
1667,77.09,77.09,212000,360,9.6,TX,514,OO,ARM
1668,89.62,89.62,190000,360,8.975,WI,579,OO,ARM
1669,65,65,136500,360,6.35,AZ,602,OO,Fix
1670,90,90,179010,360,8.8,TX,576,OO,Fix
1671,92.39,92.39,85000,360,9.35,OH,659,IO,ARM
1672,80,100,404000,360,7.99,CA,661,OO,ARM
1673,90,90,190980,360,8.4,MO,568,OO,ARM
1674,90,90,117000,360,9.7,TX,542,OO,ARM
1675,90,90,184230,360,7.125,OR,707,OO,Fix
1676,80,100,400000,360,7.25,CA,685,OO,ARM
1677,80,100,504000,360,7.25,CA,623,OO,ARM
1678,90,90,112500,360,9,MI,587,OO,ARM
1679,95,95,332500,360,8.8,CA,514,OO,ARM
1680,95,95,139650,360,7.125,ME,793,OO,Fix
1681,69.95,69.95,135000,360,9,MD,547,OO,ARM
1682,37.14,37.14,156000,360,7.25,CA,592,OO,ARM
1683,20,100,36000,360,10.45,UT,691,OO,Fix
1684,95,95,209950,480,9.262,WI,628,OO,ARM
1685,90,90,132300,360,8.6,PA,646,IO,Fix
1686,80,80,381600,360,8.5,WA,559,OO,ARM
1687,90,90,110336,360,9.25,MI,550,OO,Fix
1688,95,95,498750,480,8.05,CT,668,OO,Fix
1689,80,80,212000,480,8.2,CO,585,OO,ARM
1690,77.47,77.47,110000,360,9.99,FL,517,OO,Fix
1691,87.83,87.83,202000,360,8.15,FL,550,OO,Fix
1692,22.96,22.96,86300,360,7.6,CT,678,OO,Fix
1693,80,100,188000,480,8.65,FL,649,OO,ARM
1694,81.8,81.8,364000,480,7.7,CA,616,OO,ARM
1695,80,80,220000,360,7.4,NJ,597,OO,ARM
1696,90,90,177930,360,8.65,WA,637,OO,Fix
1697,80,80,156000,360,7.625,CT,751,OO,Fix
1698,80,100,215200,360,7.7,FL,622,OO,ARM
1699,80,100,410400,360,7.55,CA,668,OO,ARM
1700,80,100,400000,360,6.99,MD,638,OO,ARM
1701,80,94.4,60000,360,10.6,MO,519,OO,Fix
1702,81.93,81.93,102000,360,8.787,TX,537,OO,ARM
1703,75,95,59925,360,9.45,MI,540,OO,ARM
1704,90,90,135000,360,10.55,OH,617,IO,ARM
1705,90,90,272250,480,8.55,OR,644,IO,ARM
1706,86.96,86.96,200000,360,7.05,MD,623,OO,Fix
1707,70.97,70.97,220000,360,9.55,MO,524,OO,ARM
1708,80,100,512000,480,7.15,NY,692,OO,Fix
1709,32.03,32.03,69500,360,7.25,FL,659,OO,Fix
1710,20,100,115000,360,12.75,CA,627,OO,Fix
1711,80,100,256000,480,6.9,WA,646,OO,ARM
1712,49.44,49.44,445000,360,6.75,IL,598,OO,ARM
1713,79.48,79.48,492750,360,7.5,CA,531,OO,ARM
1714,80,100,202320,360,8,IL,710,OO,ARM
1715,75,75,326250,360,9.79,FL,515,OO,ARM
1716,78.52,78.52,117000,360,7.7,FL,557,OO,ARM
1717,80,100,280000,480,8.45,CA,665,OO,ARM
1718,75,75,307500,480,8.65,NY,551,OO,ARM
1719,90,90,112500,360,9.15,FL,535,OO,ARM
1720,95,95,114000,360,8,NY,683,OO,Fix
1721,95,95,381653,480,9.1,NY,623,OO,ARM
1722,90,100,164250,480,9.55,OH,557,OO,ARM
1723,85,85,701250,360,8.2,FL,651,OO,Fix
1724,90,90,225000,480,8.85,FL,660,SH,ARM
1725,84.03,84.03,100000,480,9.25,PA,541,OO,ARM
1726,80,100,204000,480,8.15,WA,649,OO,ARM
1727,85,85,165325,360,10.4,IL,651,IO,Fix
1728,90,90,378000,360,8.05,CA,659,IO,ARM
